"name","edition","proddate","idno","cntry","c2weight","mode","w2q2","w2q3","w2q4","w2q6","w2q7","w2q8","w2q9","w2q10","w2q11","w2q13","w2q14","w2q15","w2q16","w2q17","w2q19","w2q20","w2q21","w2q22","w2q23","w2q24","w2q25","w2admin","w2q27a","w2q27b","w2q27c","w2q27d","w2q27e","w2q27f","w2q28","w2q29","w2q30_1","w2q30_2","w2q30_3","w2q30_4","w2q30_5","w2q30_6","w2q30_7","w2q30_8","w2q31_1","w2q31_2","w2q31_3","w2q31_4","w2q31_5","w2q31_6","w2q31_7","w2q31_8","w2q32_1","w2q32_2","w2q32_3","w2q32_4","w2q32_5","w2q32_6","w2q33","w2q34","w2q35a","w2q35b","w2q35c","w2q37","w2q38","w2q39","w2q40","w2q41","w2q42","w2q43","w2q44","w2q45","w2q46","w2q47","w2q48","w2q49","w2q50","w2q51","w2q52","w2q53","w2q54","w2q55","w2q56","w2q57","w2q59","w2q60","w2q61","w2q62","w2q63","w2q65","w2q66","w2q68","w2q69","survlng","inwds","inwde","w2ininwe","w2seinwe","w2mpinwe","w2fwinwe","w2evinwe","w2indur","w2sedur","w2mpdur","w2fwdur","w2evsdur","intdur","lastansw","surveycomp","fdwrkinc","uagent","device","fl_42_do_socialeurope_basicincome1","fl_42_do_socialeurope_basicincome2","fl_42_do_socialeurope_basicincome3","fl_42_do_socialeurope_basicincome4","fl_42_do_socialeurope_basicincome5","fl_42_do_socialeurope_basicincome6","longitudinalfinancialwell_being_do_w2q41","longitudinalfinancialwell_being_do_w2q42","longitudinalfinancialwell_being_do_w2q43","longitudinalfinancialwell_being_do_w2q44","longitudinalfinancialwell_being_do_w2q45","longitudinalfinancialwell_being_do_w2q46","longitudinalfinancialwell_being_do_w2q47","evs2_do_w2q53","evs2_do_w2q54","evs2_do_w2q55","evs2_do_w2q56","evs2_do_w2q57","evs3_do_w2q58","evs3_do_w2q59","evs3_do_w2q60","evs3_do_w2q61","evs3_do_w2q62","evs3_do_w2q63","evs4_do_w2q64","evs4_do_w2q65","evs4_do_w2q66","evs5_do_w2q67","evs5_do_w2q68","evs5_do_w2q69","gndr","agea","eduyrs","eisced","netusoft","mnactic","hincfel","hinctnta","region"
"CRON2W2e01","1.0","27.03.2024",10443,"AT",0.38702175,3,1,3,3,4,6,7,5,2,5,6,5,4,3,3,66,66,66,66,66,6,6,4,66,66,66,2,66,66,4,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,66,66,7,1,1,2,1,1,1,2,1,4,1,4,4,3,4,8,7,2,4,1,4,3,5,6,2,5,5,5,5,8,9,"GER",2022-06-01 10:13:35,2022-06-01 10:29:01,2022-06-01 10:13:39,2022-06-01 10:18:36,2022-06-01 10:22:28,2022-06-01 10:24:37,2022-06-01 10:29:01,4,297,232,129,264,926,"w2q68",97.297295,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36",2,,,,1,,,4,3,2,6,1,7,5,3,5,4,1,2,1,2,3,6,5,4,1,2,3,1,2,3,1,68,25,7,5,6,1,8,"AT12"
"CRON2W2e01","1.0","27.03.2024",10455,"AT",0.3654524,3,3,3,3,3,7,7,3,2,6,5,7,7,3,4,66,66,66,66,66,6,6,1,0,66,66,66,66,66,3,7,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2,1,66,66,7,1,2,2,2,1,1,3,1,4,3,4,3,2,3,8,8,2,2,2,3,2,7,8,7,7,7,7,5,6,2,"GER",2022-06-09 09:39:56,2022-06-09 09:49:34,2022-06-09 09:40:06,2022-06-09 09:43:11,2022-06-09 09:45:39,2022-06-09 09:47:01,2022-06-09 09:49:34,10,185,148,82,153,578,"w2q69",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.160 Safari/537.36 Edg/100.0.1185.60",2,1,,,,,,1,3,5,2,6,4,7,5,4,3,2,1,1,2,3,5,6,4,1,2,3,1,3,2,1,51,14,5,4,1,1,7,"AT21"
"CRON2W2e01","1.0","27.03.2024",10584,"AT",1.0302453,3,1,1,3,1,4,4,9,2,8,4,2,1,2,3,66,66,66,66,66,6,6,1,4,66,66,66,66,66,4,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,66,66,7,2,2,2,1,2,1,2,2,2,2,2,3,1,1,7,5,5,3,2,5,4,6,2,3,7,8,6,0,5,2,"GER",2022-06-01 14:05:21,2022-06-01 14:23:16,2022-06-01 14:05:28,2022-06-01 14:12:22,2022-06-01 14:17:03,2022-06-01 14:19:30,2022-06-01 14:23:16,7,414,281,147,226,1075,"w2q69",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Safari/537.36 Edg/101.0.1210.53",2,1,,,,,,2,4,5,1,3,7,6,5,4,1,2,3,1,2,3,4,6,5,1,2,3,1,2,3,2,56,16,4,5,1,2,7,"AT13"
"CRON2W2e01","1.0","27.03.2024",10654,"AT",0.64253324,3,3,3,4,2,3,3,2,2,2,2,2,0,3,3,66,66,66,66,66,6,6,5,66,66,66,66,2,66,3,7,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,66,66,7,2,2,2,2,1,1,1,1,5,5,1,4,2,2,7,7,2,4,2,5,4,2,3,7,10,4,8,7,5,2,"GER",2022-06-27 15:12:28,2022-06-27 15:51:05,2022-06-27 15:12:31,2022-06-27 15:41:24,2022-06-27 15:45:16,2022-06-27 15:47:11,2022-06-27 15:51:05,3,1733,232,115,234,2317,"w2q69",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.53 Safari/537.36 Edg/103.0.1264.37",2,,,,,1,,4,1,6,2,5,3,7,3,5,2,1,4,1,2,3,5,4,6,1,3,2,1,3,2,2,51,13,5,5,1,1,8,"AT12"
"CRON2W2e01","1.0","27.03.2024",10714,"AT",2.9112167,3,2,2,4,4,4,4,10,4,10,10,10,5,4,4,66,66,66,66,66,6,6,4,66,66,66,10,66,66,3,7,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,66,66,1,2,2,2,1,5,2,2,2,3,2,3,2,2,1,3,8,1,3,1,5,5,10,10,10,10,10,10,10,0,1,"GER",2022-06-15 12:35:23,2022-06-15 15:21:39,2022-06-15 12:35:32,2022-06-15 15:08:49,2022-06-15 15:14:41,2022-06-15 15:17:17,2022-06-15 15:21:39,9,9197,352,156,262,9976,"w2q69",100,1,"Mozilla/5.0 (Linux; Android 12; M2101K7AG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Mobile Safari/537.36",1,,,,1,,,5,6,7,2,4,3,1,2,1,4,5,3,1,2,3,4,6,5,1,3,2,1,3,2,1,31,9,2,5,1,3,2,"AT13"
"CRON2W2e01","1.0","27.03.2024",10754,"AT",0.87690645,3,1,1,1,7,7,10,8,3,6,6,6,9,3,4,66,66,66,66,66,6,6,3,66,66,10,66,66,66,3,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,1,66,66,1,2,2,2,1,3,2,2,2,2,1,1,3,2,3,1,8,1,4,1,5,4,5,2,7,6,6,4,5,0,1,"GER",2022-06-01 20:23:17,2022-06-01 20:37:35,2022-06-01 20:23:38,2022-06-01 20:27:38,2022-06-01 20:31:12,2022-06-01 20:33:17,2022-06-01 20:37:35,21,240,214,125,258,858,"w2q69",100,1,"Mozilla/5.0 (Linux; Android 11; SM-A217F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Mobile Safari/537.36 EdgA/101.0.1210.53",1,,,1,,,,3,4,6,5,7,1,2,3,1,5,2,4,1,2,3,6,5,4,1,2,3,1,2,3,1,48,25,55,5,1,2,5,"AT12"
"CRON2W2e01","1.0","27.03.2024",10833,"AT",0.7291378,3,3,3,3,7,7,7,10,1,10,99,0,0,3,3,66,66,66,66,66,6,6,4,66,66,66,0,66,66,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,9,9,66,66,5,1,9,2,2,9,1,4,1,1,9,9,1,2,1,2,8,4,2,2,3,1,0,0,0,5,0,5,99,8,4,"GER",2022-06-22 19:08:23,2022-06-22 19:33:18,2022-06-22 19:08:49,2022-06-22 19:18:21,2022-06-22 19:23:15,2022-06-22 19:26:15,2022-06-22 19:33:18,26,572,294,180,423,1495,"w2q69",81.08108,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",1,,,,1,,,6,2,7,5,3,4,1,5,2,3,1,4,1,2,3,4,5,6,1,3,2,1,2,3,2,39,12,3,5,8,2,5,"AT12"
"CRON2W2e01","1.0","27.03.2024",10865,"AT",1.8658956,3,4,4,4,3,4,8,7,5,2,8,1,6,4,4,66,66,66,66,66,6,6,5,66,66,66,66,3,66,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,66,66,1,1,2,2,2,1,1,2,1,4,3,4,4,1,3,7,7,4,2,4,3,3,10,8,8,9,8,1,5,1,2,"GER",2022-06-01 12:54:08,2022-06-01 13:14:02,2022-06-01 12:54:17,2022-06-01 13:00:24,2022-06-01 13:05:47,2022-06-01 13:07:30,2022-06-01 13:14:02,9,367,323,103,392,1194,"w2q69",100,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",1,,,,,1,,7,4,2,3,5,6,1,5,2,4,1,3,1,2,3,5,4,6,1,2,3,1,2,3,1,54,16,7,5,1,1,8,"AT34"
"CRON2W2e01","1.0","27.03.2024",11244,"AT",0.32014003,3,3,3,3,5,6,8,10,2,10,2,2,5,4,4,66,66,66,66,66,6,6,1,8,66,66,66,66,66,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,9,9,66,66,1,2,2,2,1,1,1,2,1,3,3,1,3,3,3,8,6,1,5,1,5,5,2,2,7,5,7,6,7,0,1,"GER",2022-06-01 16:58:13,2022-06-01 17:11:33,2022-06-01 16:58:18,2022-06-01 17:03:05,2022-06-01 17:06:34,2022-06-01 17:08:14,2022-06-01 17:11:33,5,287,209,100,199,800,"w2q69",94.5946,1,"Mozilla/5.0 (Linux; Android 12; XQ-AS52) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.61 Mobile Safari/537.36",1,1,,,,,,4,5,3,1,2,7,6,5,3,2,1,4,1,2,3,6,4,5,1,3,2,1,2,3,2,47,15,5,5,1,1,6,"AT13"
"CRON2W2e01","1.0","27.03.2024",11317,"AT",0.73263896,3,3,3,3,3,3,3,5,2,2,6,7,7,2,4,66,66,66,66,66,6,6,5,66,66,66,66,3,66,2,8,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2,1,66,66,5,1,2,2,2,2,2,3,2,4,3,4,4,2,2,8,7,1,5,2,2,5,5,0,7,7,0,5,5,6,4,"GER",2022-06-01 18:54:06,2022-06-01 19:14:55,2022-06-01 18:54:09,2022-06-01 19:02:51,2022-06-01 19:08:52,2022-06-01 19:10:42,2022-06-01 19:14:55,3,522,361,110,253,1249,"w2q69",100,1,"Mozilla/5.0 (Linux; Android 12; SAMSUNG SM-G990B/G990BXXU2CVD9) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/17.0 Chrome/96.0.4664.104 Mobile Safari/537.36",1,,,,,1,,3,6,4,5,7,1,2,3,2,4,5,1,1,2,3,6,4,5,1,3,2,1,3,2,2,45,18,3,5,2,1,10,"AT21"
"CRON2W2e01","1.0","27.03.2024",11319,"AT",1.1184051,3,4,4,4,5,5,5,5,5,5,0,0,0,3,3,66,66,66,66,66,6,6,6,66,66,66,66,66,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,66,66,8,1,1,2,2,3,3,3,3,3,3,3,4,2,2,0,5,4,2,5,3,3,7,2,5,5,5,5,8,5,2,"GER",2022-06-06 10:25:10,2022-06-06 11:06:58,2022-06-06 10:28:44,2022-06-06 10:41:53,2022-06-06 10:51:49,2022-06-06 10:56:32,2022-06-06 11:06:58,214,789,596,283,626,2508,"w2q69",100,1,"Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",3,,,,,,1,2,5,3,7,6,1,4,3,4,2,1,5,1,2,3,4,5,6,1,3,2,1,3,2,1,81,9,3,3,6,2,5,"AT13"
"CRON2W2e01","1.0","27.03.2024",11362,"AT",0.9370748,4,4,3,4,5,5,5,10,1,10,9,6,1,3,3,66,66,66,66,66,6,6,6,66,66,66,66,66,8,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,66,66,7,1,1,2,1,4,1,4,2,2,3,2,4,4,2,6,6,1,3,2,3,3,10,5,5,5,5,5,5,2,4,"GER",2022-06-18 06:44:17,2022-06-18 06:59:18,2022-06-18 06:44:19,2022-06-18 06:48:54,2022-06-18 06:53:37,2022-06-18 06:56:02,2022-06-18 06:59:18,2,275,283,145,196,901,"w2q69",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.124 Safari/537.36 Edg/102.0.1245.41",2,,,,,,1,1,7,3,4,6,2,5,1,3,4,5,2,1,2,3,5,4,6,1,3,2,1,3,2,1,27,10,3,4,1,2,7,"AT22"
"CRON2W2e01","1.0","27.03.2024",11433,"AT",0.33350497,3,1,1,3,8,7,7,10,3,10,10,7,6,3,5,66,66,66,66,66,6,6,6,66,66,66,66,66,6,4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,66,66,8,1,2,2,1,1,1,2,1,3,3,2,3,2,2,7,6,1,5,3,5,5,0,0,4,0,4,7,4,10,4,"GER",2022-06-20 21:02:11,2022-06-20 21:14:40,2022-06-20 21:02:16,2022-06-20 21:06:37,2022-06-20 21:10:14,2022-06-20 21:11:38,2022-06-20 21:14:40,5,261,217,84,182,749,"w2q69",100,1,"Mozilla/5.0 (Linux; Android 12; SAMSUNG SM-G970F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/17.0 Chrome/96.0.4664.104 Mobile Safari/537.36",1,,,,,,1,6,3,1,7,4,5,2,5,3,1,4,2,1,2,3,5,4,6,1,2,3,1,2,3,2,41,22,7,5,1,1,8,"AT11"
"CRON2W2e01","1.0","27.03.2024",11634,"AT",1.7541715,4,4,4,5,6,9,9,8,3,9,8,8,9,1,1,66,66,66,66,66,6,6,2,66,2,66,66,66,66,4,7,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,66,66,7,2,2,2,1,3,1,3,2,3,2,1,4,2,2,8,7,2,4,3,4,4,8,5,7,7,4,6,8,6,2,"GER",2022-06-03 08:22:35,2022-06-03 08:40:59,2022-06-03 08:23:04,2022-06-03 08:28:44,2022-06-03 08:33:44,2022-06-03 08:35:56,2022-06-03 08:40:59,29,340,300,132,303,1104,"w2q69",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:101.0) Gecko/20100101 Firefox/101.0",2,,1,,,,,6,2,3,4,1,7,5,4,5,2,3,1,1,2,3,6,4,5,1,3,2,1,2,3,1,53,12,3,5,99,3,7,"AT12"
